0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
labordia cyrtandrae,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilium catesbaei ssp. catesbaei,al,fl,ga,la,ms,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eleocharis elliptica,ct,id,il,in,ia,me,ma,mi,mn,mo,mt,nh,nj,ny,oh,pa,ri,vt,wa,wi,wy,ab,bc,mb,nb,nf,nt,ns,on,qc,sk,yt,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quercus ×guadalupensis,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heuchera villosa var. villosa,al,ga,in,ky,md,ms,mo,ny,nc,oh,pa,sc,tn,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranunculus gmelinii,ak,co,id,il,ia,me,mi,mn,mt,nv,nm,nd,or,ut,wa,wi,wy,ab,bc,mb,nb,nf,nt,ns,nu,on,pe,qc,sk,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grindelia squarrosa,az,ar,ca,co,ct,de,id,il,in,ia,ks,ky,me,md,ma,mi,mn,mo,mt,ne,nv,nh,nj,nm,ny,nd,oh,ok,or,pa,ri,sd,tn,tx,ut,vt,va,wa,wi,wy,ab,bc,mb,nt,on,qc,sk,,,,,,,,,,,,,,,,,,,,,
juncus nodosus var. meridianus,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dudleya nesiotica,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex supina var. spaniocarpa,ak,mn,ab,bc,lb,mb,nt,nu,on,qc,sk,yt,gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wikstroemia bicornuta,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicolletia,ca,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moehringia,ak,ca,co,ct,id,il,in,ia,me,md,ma,mi,mn,mo,mt,ne,nv,nh,nj,nm,ny,nd,oh,or,pa,ri,sd,ut,vt,va,wa,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,nu,on,pe,qc,sk,yt,fraspm,,,,,,,,,,,,,,,,,,,,
solanum xanti var. hoffmannii,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ophioglossum reticulatum,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pholistoma auritum var. arizonicum,az,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erigeron peregrinus ssp. callianthemus var. hirsutus,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erigeron nematophyllus,co,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deiregyne confusa,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quercus laevis,al,fl,ga,la,ms,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linum arenicola,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon cyathophorus,co,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potentilla sierrae-blancae,nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hillia,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex sartwellii var. stenorrhyncha,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glossopetalon clokeyi,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comandra,al,ak,az,ar,ca,co,ct,de,dc,ga,id,il,in,ia,ks,ky,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,on,pe,qc,sk,yt,,,,,,,
prosopis reptans var. cinerascens,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gilia achilleifolia ssp. multicaulis,ak,az,ca,me,ma,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chionanthus compactus,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polygonum bistortoides,az,ca,co,id,mt,nv,nm,or,ut,wa,wy,ab,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesquerella prostrata,id,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctostaphylos viscida ssp. viscida,ca,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylodon,al,fl,ga,la,ms,nc,sc,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon richardsonii var. richardsonii,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
×dupoa labradorica,ak,lb,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon pseudospectabilis,az,ca,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
couroupita,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperomia remyi,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frasera albicaulis,ca,id,mt,nv,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argemone,al,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,md,ma,mi,ms,mo,mt,ne,nv,nj,nm,ny,nc,nd,oh,ok,or,pa,sc,sd,tn,tx,ut,vt,va,wa,wi,wy,pr,vi,mb,on,,,,,,,,,,,,,,,,,,,
stellaria longifolia var. longifolia,ak,az,ca,co,ct,de,dc,id,il,in,ia,ks,ky,me,md,ma,mi,mn,mo,mt,ne,nv,nh,nj,nm,ny,nd,oh,or,pa,ri,sd,tn,ut,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,on,qc,sk,yt,fraspm,,,,,,,,,,,,,,,
chloris cucullata,az,ar,fl,ks,me,nm,ok,sc,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cymopterus panamintensis var. acutifolius,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon pachyphyllus,az,co,nv,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collinsia rattanii,ca,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selenia jonesii var. jonesii,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupinus bicolor ssp. umbellatus var. umbellatus,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linum rigidum,ar,co,il,ia,ks,mn,mo,mt,ne,nm,nd,ok,sd,tx,wi,wy,ab,mb,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernicia,al,ca,fl,ga,hi,la,ms,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hymenopappus filifolius var. nanus,az,ca,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abutilon sandwicense,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eriogonum ericifolium var. ericifolium,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thaspium,al,ar,de,dc,fl,ga,il,in,ia,ks,ky,la,md,mi,mn,ms,mo,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,va,wv,wi,ns,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spergula,al,ak,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,nh,nj,ny,nc,nd,oh,or,pa,ri,sc,sd,tx,vt,va,wa,wv,wi,wy,ab,bc,nb,nf,nt,ns,on,pe,qc,sk,yt,dengl,fraspm,,,,,,,,,,,,
hedyotis centranthoides,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxystylis,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex scopulorum var. bracteosa,az,ca,co,id,mt,nv,or,ut,wa,wy,ab,bc,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silene seelyi,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mimulus hymenophyllus,id,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
echinomastus erectocentrus,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodecahema leptoceras,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhynchospora rariflora,al,ar,fl,ga,la,md,ms,nj,nc,ok,sc,tn,tx,va,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galium emeryense,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setaria pumila,al,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,mb,nb,nf,ns,on,pe,qc,sk,fraspm,,,,,,,
sapium laurocerasus,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juncus xiphioides,az,ca,nv,nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
echinochloa crus-galli,al,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,pr,ab,bc,mb,nb,nf,ns,on,pe,qc,sk,fraspm,,,,,,
phoradendron barahonae,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liriope muscari,ga,la,md,ms,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conioselinum chinense,al,ct,il,in,ia,la,me,ma,mi,mn,mo,ne,nh,nj,ny,nc,oh,pa,ri,vt,va,wi,lb,nb,nf,ns,on,pe,qc,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peganum,az,ca,mt,nv,nm,or,tx,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verbena menthifolia,az,ca,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hazardia whitneyi var. whitneyi,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyanea angustifolia,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus barrii,mt,ne,sd,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arenaria ludens,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eschscholzia ramosa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex ×physocarpioides,ak,co,id,mt,nv,or,ut,wa,wy,bc,lb,qc,sk,yt,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrysothamnus eremobius,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orcuttia tenuis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krigia virginica,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,me,md,ma,mi,ms,mo,nh,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,vt,va,wv,wi,bc,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scutellaria drummondii var. drummondii,fl,la,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pseudophegopteris,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurya sandwicensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asimina incana,fl,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxytropis campestris var. chartacea,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monotropa,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,tn,tx,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,ns,on,pe,qc,sk,fraspm,,,,,,,,,
neraudia kauaiensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alectryon macrococcus var. macrococcus,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trifolium longipes ssp. hansenii,ca,nv,or,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sedum stenopetalum ssp. monanthum,ca,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrostis elliottiana,al,az,ar,ca,dc,fl,ga,il,in,ks,ky,la,me,md,ma,ms,mo,nm,nc,oh,ok,pa,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allium,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,vi,ab,bc,lb,mb,nb,nf,nt,ns,on,qc,sk,yt,,,,,
licania,al,fl,ga,la,ms,sc,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristolochia grandiflora,fl,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctostaphylos ×repens,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baptisia ×fulva,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphibromus,ca,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smelowskia media,ak,nt,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potentilla alba,ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleome speciosa,fl,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eremalche exilis,az,ca,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aristida spiciformis,al,fl,ga,ms,nc,sc,tx,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orthocarpus cuspidatus ssp. copelandii,ca,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argusia sibirica,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleomella angustifolia,co,ks,ne,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chorizanthe polygonoides var. longispina,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cryptantha sericea,co,mt,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyracantha fortuneana,al,ca,fl,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cistanthe umbellata var. umbellata,ca,id,mt,nv,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libertia formosa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiantum capillus-veneris,al,az,ar,ca,co,fl,ga,hi,ky,la,md,ms,mo,nv,nm,nc,oh,ok,sc,sd,tn,tx,ut,va,pr,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
castilleja fulva,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potentilla basaltica,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gypsophila oldhamiana,al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pachysandra procumbens,al,fl,ga,in,ky,la,ms,nc,pa,sc,tn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagittaria guayanensis,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eriodictyon californicum,ca,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bifora americana,ar,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrrhopappus carolinianus,al,ar,de,dc,fl,ga,il,in,ia,ks,ky,la,md,ms,mo,ne,nc,ok,pa,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schoenoplectus ×steinmetzii,me,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ficus microcarpa,fl,hi,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xanthorhiza,al,ct,fl,ga,ky,la,me,md,ma,ms,nj,ny,nc,oh,pa,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyrochosma dealbata,ar,il,ks,ky,mo,ne,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neraudia melastomifolia,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salvia azurea var. azurea,al,fl,ga,la,ms,nc,sc,tn,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhynchospora chinensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trifolium monanthum ssp. grantianum,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hulsea vestita ssp. callicarpha,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thelypteris cyatheoides,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eugenia eggersii,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhodiola,ak,az,ca,co,ct,id,me,mn,mt,nv,nm,ny,nc,or,pa,ut,vt,wa,wy,ab,bc,lb,nb,nf,nt,ns,nu,qc,yt,dengl,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physostegia digitalis,ar,la,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capparis sandwichiana,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penstemon albertinus,id,mt,ab,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piloblephis,fl,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zuckia brandegeei var. plummeri,co,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sidalcea hickmanii ssp. hickmanii,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aechmea,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
securidaca diversifolia,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phacelia demissa var. minor,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poa pratensis ssp. irrigata,ak,ab,bc,lb,nf,on,qc,gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erysimum,al,ak,az,ar,ca,co,ct,de,dc,fl,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,nu,on,pe,qc,sk,yt,dengl,fraspm,,,
polystichum tsus-simense,fl,la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
